n,city,country,status,building,landmark,moved_m,area_m2,old_lat,old_lon,new_lat,new_lon,osm,map
468,Jihlava,Czechia,kept,"unnamed civic, 1,078 m²",yes,0,1078,49.3961,15.5912,49.3961,15.5912,https://www.openstreetmap.org/way/40692336,"https://www.google.com/maps/@49.3961,15.5912,200m/data=!3m1!1e3"
469,Karlovy Vary,Czechia,snapped,Městská Tržnice (Karlovy Vary) (civic),yes,137,2558,50.2319,12.8719,50.231570,12.870041,https://www.openstreetmap.org/way/62149720,"https://www.google.com/maps/@50.231570,12.870041,200m/data=!3m1!1e3"
470,Braga,Portugal,snapped,São Marcos - Unidade Clínica de Ambulatório (hospital),yes,377,3501,41.5454,-8.4265,41.547610,-8.423072,https://www.openstreetmap.org/way/146343017,"https://www.google.com/maps/@41.547610,-8.423072,200m/data=!3m1!1e3"
471,Coimbra,Portugal,snapped,Igreja de São José (church),yes,79,2315,40.2033,-8.4103,40.202729,-8.409753,https://www.openstreetmap.org/way/174739237,"https://www.google.com/maps/@40.202729,-8.409753,200m/data=!3m1!1e3"
472,Aveiro,Portugal,snapped,Teatro Aveirense (civic),yes,49,1161,40.6405,-8.6538,40.640128,-8.654099,https://www.openstreetmap.org/way/243899308,"https://www.google.com/maps/@40.640128,-8.654099,200m/data=!3m1!1e3"
473,Faro,Portugal,snapped,Mercado Municipal de Faro (retail),,186,5979,37.0194,-7.9304,37.020208,-7.928564,https://www.openstreetmap.org/way/103085517,"https://www.google.com/maps/@37.020208,-7.928564,200m/data=!3m1!1e3"
474,Setúbal,Portugal,kept,Igreja de Santa Maria da Graça (church),yes,0,1455,38.5244,-8.8882,38.5244,-8.8882,https://www.openstreetmap.org/way/553359798,"https://www.google.com/maps/@38.5244,-8.8882,200m/data=!3m1!1e3"
475,Évora,Portugal,snapped,Teatro Garcia de Resende (theatre),yes,152,1618,38.5714,-7.9135,38.572759,-7.913299,https://www.openstreetmap.org/way/154409866,"https://www.google.com/maps/@38.572759,-7.913299,200m/data=!3m1!1e3"
476,Viseu,Portugal,snapped,Seminário Maior (no),,324,23454,40.6566,-7.9125,40.655816,-7.908807,https://www.openstreetmap.org/way/635802891,"https://www.google.com/maps/@40.655816,-7.908807,200m/data=!3m1!1e3"
477,Leiria,Portugal,snapped,Hospital Dom Manuel de Aguiar (hospital),yes,190,1885,39.7436,-8.8071,39.743932,-8.804918,https://www.openstreetmap.org/way/256378031,"https://www.google.com/maps/@39.743932,-8.804918,200m/data=!3m1!1e3"
478,Guimarães,Portugal,snapped,Museu de Alberto Sampaio (museum),yes,48,1361,41.4425,-8.2918,41.442810,-8.292201,https://www.openstreetmap.org/way/255483376,"https://www.google.com/maps/@41.442810,-8.292201,200m/data=!3m1!1e3"
479,Funchal,Portugal,snapped,Igreja de São Roque (church),yes,244,782,32.6669,-16.9241,32.668886,-16.922996,https://www.openstreetmap.org/way/164965396,"https://www.google.com/maps/@32.668886,-16.922996,200m/data=!3m1!1e3"
480,Aarhus,Denmark,snapped,Tandlægeskolen (university),yes,231,3655,56.1629,10.2039,56.164679,10.205816,https://www.openstreetmap.org/way/468773793,"https://www.google.com/maps/@56.164679,10.205816,200m/data=!3m1!1e3"
481,Aalborg,Denmark,snapped,Salling (building),,116,6391,57.0488,9.9217,57.047848,9.922473,https://www.openstreetmap.org/way/88970664,"https://www.google.com/maps/@57.047848,9.922473,200m/data=!3m1!1e3"
482,Odense,Denmark,snapped,Bykirken (church),yes,333,1033,55.4038,10.4024,55.401466,10.399093,https://www.openstreetmap.org/way/535366096,"https://www.google.com/maps/@55.401466,10.399093,200m/data=!3m1!1e3"
483,Malmö,Sweden,kept,"unnamed building, 3,128 m²",,0,3128,55.605,13.0038,55.605,13.0038,https://www.openstreetmap.org/way/51790946,"https://www.google.com/maps/@55.605,13.0038,200m/data=!3m1!1e3"
484,Gothenburg,Sweden,snapped,Centralhuset (train station),yes,110,8101,57.7089,11.9746,57.709253,11.972867,https://www.openstreetmap.org/way/13704178,"https://www.google.com/maps/@57.709253,11.972867,200m/data=!3m1!1e3"
485,Uppsala,Sweden,snapped,Uppsala stadsbibliotek (library),yes,286,4778,59.8586,17.6389,59.860776,17.636173,https://www.openstreetmap.org/way/98942846,"https://www.google.com/maps/@59.860776,17.636173,200m/data=!3m1!1e3"
486,Västerås,Sweden,snapped,Punkt (building),,187,10961,59.6099,16.5448,59.609777,16.548119,https://www.openstreetmap.org/way/94574732,"https://www.google.com/maps/@59.609777,16.548119,200m/data=!3m1!1e3"
487,Örebro,Sweden,snapped,Rättscentrum (public),yes,361,2822,59.2753,15.2134,59.278530,15.214006,https://www.openstreetmap.org/way/257685168,"https://www.google.com/maps/@59.278530,15.214006,200m/data=!3m1!1e3"
488,Bergen,Norway,kept,"unnamed apartments, 371 m²",,0,371,60.3913,5.3221,60.3913,5.3221,https://www.openstreetmap.org/way/472357478,"https://www.google.com/maps/@60.3913,5.3221,200m/data=!3m1!1e3"
489,Trondheim,Norway,snapped,Statens Hus (public),yes,271,3661,63.4305,10.3951,63.428166,10.393519,https://www.openstreetmap.org/way/89511597,"https://www.google.com/maps/@63.428166,10.393519,200m/data=!3m1!1e3"
490,Stavanger,Norway,snapped,Sølvberget (Bibliotek og Kulturhus) (civic),yes,162,3221,58.97,5.7331,58.971447,5.733415,https://www.openstreetmap.org/way/31764610,"https://www.google.com/maps/@58.971447,5.733415,200m/data=!3m1!1e3"
491,Turku,Finland,snapped,Kauppahalli (retail),yes,232,2050,60.4518,22.2666,60.449734,22.266079,https://www.openstreetmap.org/way/9166246,"https://www.google.com/maps/@60.449734,22.266079,200m/data=!3m1!1e3"
492,Kaunas,Lithuania,snapped,Kauno Tado Ivanausko zoologijos muziejus (museum),yes,38,1898,54.8985,23.9036,54.898231,23.903971,https://www.openstreetmap.org/way/92332244,"https://www.google.com/maps/@54.898231,23.903971,200m/data=!3m1!1e3"
493,Klaipėda,Lithuania,kept,Elesen (building),,0,1232,55.7033,21.1443,55.7033,21.1443,https://www.openstreetmap.org/way/88868672,"https://www.google.com/maps/@55.7033,21.1443,200m/data=!3m1!1e3"
494,Šiauliai,Lithuania,kept,"unnamed public, 1,044 m²",yes,0,1044,55.9349,23.3137,55.9349,23.3137,https://www.openstreetmap.org/way/115865433,"https://www.google.com/maps/@55.9349,23.3137,200m/data=!3m1!1e3"
495,Daugavpils,Latvia,snapped,Daugavpils Vecticībnieku Pomoras Baznīca (place of worship),yes,292,660,55.8747,26.5362,55.872991,26.539753,https://www.openstreetmap.org/way/129571412,"https://www.google.com/maps/@55.872991,26.539753,200m/data=!3m1!1e3"
496,Liepāja,Latvia,snapped,Svētās Annas baznīca (church),yes,69,1115,56.5047,21.0108,56.504454,21.011836,https://www.openstreetmap.org/way/89683307,"https://www.google.com/maps/@56.504454,21.011836,200m/data=!3m1!1e3"
497,Pärnu,Estonia,snapped,Endla Teater (theatre),yes,72,3336,58.3859,24.4971,58.385292,24.496660,https://www.openstreetmap.org/way/65397375,"https://www.google.com/maps/@58.385292,24.496660,200m/data=!3m1!1e3"
498,Ljubljana,Slovenia,snapped,Knjižnica Otona Župančiča (library),yes,218,1603,46.0569,14.5058,46.055310,14.504160,https://www.openstreetmap.org/way/140118468,"https://www.google.com/maps/@46.055310,14.504160,200m/data=!3m1!1e3"
499,Bratislava,Slovakia,snapped,Grasalkovičov palác (office),yes,68,1778,48.1486,17.1077,48.149207,17.107758,https://www.openstreetmap.org/way/78068599,"https://www.google.com/maps/@48.149207,17.107758,200m/data=!3m1!1e3"
500,Split,Croatia,snapped,katedrala svetog Duje (place of worship),yes,22,719,43.5081,16.4402,43.508034,16.440454,https://www.openstreetmap.org/way/272588434,"https://www.google.com/maps/@43.508034,16.440454,200m/data=!3m1!1e3"
501,Sakai,Japan,kept,"unnamed building, 3,306 m²",,0,3306,34.5733,135.483,34.5733,135.483,https://www.openstreetmap.org/way/196992607,"https://www.google.com/maps/@34.5733,135.483,200m/data=!3m1!1e3"
502,Saitama,Japan,kept,さいたま市役所 本館 (townhall),yes,0,4844,35.8617,139.6455,35.8617,139.6455,https://www.openstreetmap.org/way/1472938473,"https://www.google.com/maps/@35.8617,139.6455,200m/data=!3m1!1e3"
503,Hachioji,Japan,kept,"unnamed building, 7,683 m²",,0,7683,35.6664,139.316,35.6664,139.316,https://www.openstreetmap.org/way/199784721,"https://www.google.com/maps/@35.6664,139.316,200m/data=!3m1!1e3"
504,Funabashi,Japan,snapped,"unnamed public, 2,433 m²",yes,398,2433,35.6947,139.9826,35.697741,139.984918,https://www.openstreetmap.org/way/182661147,"https://www.google.com/maps/@35.697741,139.984918,200m/data=!3m1!1e3"
505,Ichikawa,Japan,kept,市川市役所 第1庁舎 (public),yes,0,5533,35.7219,139.931,35.7219,139.931,https://www.openstreetmap.org/way/191552692,"https://www.google.com/maps/@35.7219,139.931,200m/data=!3m1!1e3"
506,Matsudo,Japan,kept,新館 (government),yes,0,1135,35.7877,139.9032,35.7877,139.9032,https://www.openstreetmap.org/way/41964238,"https://www.google.com/maps/@35.7877,139.9032,200m/data=!3m1!1e3"
507,Kashiwa,Japan,kept,柏市役所 (townhall),yes,0,2139,35.8676,139.9758,35.8676,139.9758,https://www.openstreetmap.org/way/1017832173,"https://www.google.com/maps/@35.8676,139.9758,200m/data=!3m1!1e3"
508,Machida,Japan,snapped,あけぼの病院 (hospital),yes,172,3141,35.5486,139.4468,35.549688,139.445456,https://www.openstreetmap.org/way/464011368,"https://www.google.com/maps/@35.549688,139.445456,200m/data=!3m1!1e3"
509,Fujisawa,Japan,snapped,藤沢市役所 (townhall),yes,39,4119,35.3392,139.4911,35.338849,139.491157,https://www.openstreetmap.org/way/996534478,"https://www.google.com/maps/@35.338849,139.491157,200m/data=!3m1!1e3"
510,Yokosuka,Japan,kept,"unnamed building, 1,980 m²",,0,1980,35.2813,139.6722,35.2813,139.6722,https://www.openstreetmap.org/way/440889912,"https://www.google.com/maps/@35.2813,139.6722,200m/data=!3m1!1e3"
511,Hiratsuka,Japan,snapped,平塚市役所 (townhall),yes,37,6260,35.3355,139.3497,35.335200,139.349523,https://www.openstreetmap.org/way/500455935,"https://www.google.com/maps/@35.335200,139.349523,200m/data=!3m1!1e3"
512,Odawara,Japan,kept,小田原市役所 (building),,0,4825,35.2646,139.1521,35.2646,139.1521,https://www.openstreetmap.org/way/301442519,"https://www.google.com/maps/@35.2646,139.1521,200m/data=!3m1!1e3"
513,Atsugi,Japan,kept,厚木市役所 (government),yes,0,1583,35.4431,139.3625,35.4431,139.3625,https://www.openstreetmap.org/way/1389464184,"https://www.google.com/maps/@35.4431,139.3625,200m/data=!3m1!1e3"
514,Sagamihara,Japan,kept,本館 (building),,0,4160,35.5714,139.3732,35.5714,139.3732,https://www.openstreetmap.org/way/155743780,"https://www.google.com/maps/@35.5714,139.3732,200m/data=!3m1!1e3"
515,Kofu,Japan,snapped,甲府市役所 (townhall),yes,201,4497,35.6639,138.5683,35.662092,138.568310,https://www.openstreetmap.org/way/226738901,"https://www.google.com/maps/@35.662092,138.568310,200m/data=!3m1!1e3"
516,Nagano,Japan,snapped,長野市役所第一庁舎 (public),yes,17,2889,36.6485,138.195,36.648539,138.194811,https://www.openstreetmap.org/way/618237242,"https://www.google.com/maps/@36.648539,138.194811,200m/data=!3m1!1e3"
517,Matsumoto,Japan,kept,松本市役所 (townhall),yes,0,841,36.238,137.972,36.238,137.972,https://www.openstreetmap.org/way/374959884,"https://www.google.com/maps/@36.238,137.972,200m/data=!3m1!1e3"
518,Toyama,Japan,kept,富山県庁 (building),,0,4793,36.6953,137.2113,36.6953,137.2113,https://www.openstreetmap.org/way/198148138,"https://www.google.com/maps/@36.6953,137.2113,200m/data=!3m1!1e3"
519,Fukui,Japan,kept,福井市役所 (Fukui City Hall) (commercial),yes,0,2367,36.0641,136.2196,36.0641,136.2196,https://www.openstreetmap.org/way/196810672,"https://www.google.com/maps/@36.0641,136.2196,200m/data=!3m1!1e3"
520,Gifu,Japan,snapped,岐阜市役所 (government),yes,335,5559,35.4233,136.7607,35.426226,136.759814,https://www.openstreetmap.org/way/727018817,"https://www.google.com/maps/@35.426226,136.759814,200m/data=!3m1!1e3"
521,Toyota,Japan,kept,豊田市役所 (Toyota City Hall)東庁舎 (public),yes,0,944,35.0833,137.1562,35.0833,137.1562,https://www.openstreetmap.org/way/227935892,"https://www.google.com/maps/@35.0833,137.1562,200m/data=!3m1!1e3"
522,Okazaki,Japan,kept,岡崎市役所東庁舎 (townhall),yes,0,4515,34.9543,137.1744,34.9543,137.1744,https://www.openstreetmap.org/way/464677219,"https://www.google.com/maps/@34.9543,137.1744,200m/data=!3m1!1e3"
523,Ichinomiya,Japan,kept,一宮市役所 (townhall),yes,0,2653,35.3039,136.8028,35.3039,136.8028,https://www.openstreetmap.org/way/254809372,"https://www.google.com/maps/@35.3039,136.8028,200m/data=!3m1!1e3"
524,Yokkaichi,Japan,kept,四日市市役所 (government),yes,0,2174,34.965,136.6244,34.965,136.6244,https://www.openstreetmap.org/way/428913387,"https://www.google.com/maps/@34.965,136.6244,200m/data=!3m1!1e3"
525,Otsu,Japan,kept,"unnamed building, 3,255 m²",,0,3255,35.0179,135.8546,35.0179,135.8546,https://www.openstreetmap.org/way/468934471,"https://www.google.com/maps/@35.0179,135.8546,200m/data=!3m1!1e3"
526,Nara,Japan,kept,"unnamed public, 3,297 m²",yes,0,3297,34.6851,135.8048,34.6851,135.8048,https://www.openstreetmap.org/way/197515716,"https://www.google.com/maps/@34.6851,135.8048,200m/data=!3m1!1e3"
527,Wakayama,Japan,kept,和歌山市役所 (building),,0,3202,34.2305,135.1708,34.2305,135.1708,https://www.openstreetmap.org/way/395032405,"https://www.google.com/maps/@34.2305,135.1708,200m/data=!3m1!1e3"
528,Himeji,Japan,kept,姫路市役所 (townhall),yes,0,1872,34.8151,134.6853,34.8151,134.6853,https://www.openstreetmap.org/way/680060486,"https://www.google.com/maps/@34.8151,134.6853,200m/data=!3m1!1e3"
529,Kurashiki,Japan,snapped,"unnamed building, 5,594 m²",,118,5594,34.585,133.7721,34.586018,133.771751,https://www.openstreetmap.org/way/276258929,"https://www.google.com/maps/@34.586018,133.771751,200m/data=!3m1!1e3"
530,Fukuyama,Japan,kept,福山市役所 (government),yes,0,2104,34.4859,133.3623,34.4859,133.3623,https://www.openstreetmap.org/way/725394115,"https://www.google.com/maps/@34.4859,133.3623,200m/data=!3m1!1e3"
531,Kure,Japan,snapped,呉市役所 (townhall),yes,69,8754,34.2493,132.5657,34.248798,132.565251,https://www.openstreetmap.org/way/692715368,"https://www.google.com/maps/@34.248798,132.565251,200m/data=!3m1!1e3"
532,Shimonoseki,Japan,snapped,下関市役所 (townhall),yes,66,5100,33.9578,130.9415,33.957367,130.941010,https://www.openstreetmap.org/way/601516431,"https://www.google.com/maps/@33.957367,130.941010,200m/data=!3m1!1e3"
533,Takamatsu,Japan,kept,高松市役所 (townhall),yes,0,1589,34.3428,134.0466,34.3428,134.0466,https://www.openstreetmap.org/way/909690256,"https://www.google.com/maps/@34.3428,134.0466,200m/data=!3m1!1e3"
534,Tokushima,Japan,kept,徳島市役所 (public building),,0,1416,34.0703,134.5548,34.0703,134.5548,https://www.openstreetmap.org/way/203686627,"https://www.google.com/maps/@34.0703,134.5548,200m/data=!3m1!1e3"
535,Kochi,Japan,kept,高知県庁 本庁舎 (townhall),yes,0,3054,33.5597,133.5311,33.5597,133.5311,https://www.openstreetmap.org/way/120061861,"https://www.google.com/maps/@33.5597,133.5311,200m/data=!3m1!1e3"
536,Saga,Japan,kept,本庁舎 中棟 (public),yes,0,2831,33.2635,130.3009,33.2635,130.3009,https://www.openstreetmap.org/way/176574315,"https://www.google.com/maps/@33.2635,130.3009,200m/data=!3m1!1e3"
537,Nagasaki,Japan,kept,"unnamed building, 1,795 m²",,0,1795,32.7503,129.8779,32.7503,129.8779,https://www.openstreetmap.org/way/1309398475,"https://www.google.com/maps/@32.7503,129.8779,200m/data=!3m1!1e3"
538,Oita,Japan,snapped,大分地方裁判所 (courthouse),yes,255,2405,33.2396,131.6093,33.241786,131.608467,https://www.openstreetmap.org/way/954523918,"https://www.google.com/maps/@33.241786,131.608467,200m/data=!3m1!1e3"
539,Miyazaki,Japan,kept,宮崎市役所 (townhall),yes,0,2667,31.9077,131.4202,31.9077,131.4202,https://www.openstreetmap.org/way/505952890,"https://www.google.com/maps/@31.9077,131.4202,200m/data=!3m1!1e3"
540,Kurume,Japan,kept,"unnamed building, 1,320 m²",,0,1320,33.3193,130.5084,33.3193,130.5084,https://www.openstreetmap.org/way/365806242,"https://www.google.com/maps/@33.3193,130.5084,200m/data=!3m1!1e3"
541,Changhua,Taiwan,snapped,彰化縣政府 (office),yes,82,4986,24.0756,120.544,24.075528,120.544802,https://www.openstreetmap.org/way/279546748,"https://www.google.com/maps/@24.075528,120.544802,200m/data=!3m1!1e3"
542,Pingtung,Taiwan,snapped,屏東醫院 (hospital),yes,285,12211,22.6761,120.4942,22.673989,120.495771,https://www.openstreetmap.org/way/782600345,"https://www.google.com/maps/@22.673989,120.495771,200m/data=!3m1!1e3"
543,Yilan,Taiwan,snapped,宜蘭演藝廳 (theatre),yes,387,3350,24.757,121.753,24.753520,121.752952,https://www.openstreetmap.org/way/245319123,"https://www.google.com/maps/@24.753520,121.752952,200m/data=!3m1!1e3"
544,Miaoli,Taiwan,snapped,苗栗市黃昏市場 (marketplace),yes,229,1883,24.5602,120.8214,24.561875,120.822717,https://www.openstreetmap.org/way/544758640,"https://www.google.com/maps/@24.561875,120.822717,200m/data=!3m1!1e3"
545,Douliu,Taiwan,snapped,雲林布袋戲館 (historic),yes,222,1155,23.7092,120.4313,23.709532,120.433444,https://www.openstreetmap.org/way/546765447,"https://www.google.com/maps/@23.709532,120.433444,200m/data=!3m1!1e3"
546,Chiayi,Taiwan,kept,"unnamed building, 435 m²",,0,435,23.4801,120.4491,23.4801,120.4491,https://www.openstreetmap.org/way/522925819,"https://www.google.com/maps/@23.4801,120.4491,200m/data=!3m1!1e3"
547,Nantou,Taiwan,snapped,"unnamed hospital, 4,818 m²",yes,185,4818,23.9157,120.6849,23.914037,120.684937,https://www.openstreetmap.org/way/462793954,"https://www.google.com/maps/@23.914037,120.684937,200m/data=!3m1!1e3"
548,Zhubei,Taiwan,snapped,"unnamed industrial, 21,109 m²",,259,21109,24.8387,121.0177,24.839393,121.015248,https://www.openstreetmap.org/way/439118291,"https://www.google.com/maps/@24.839393,121.015248,200m/data=!3m1!1e3"
549,Yuanlin,Taiwan,snapped,"unnamed temple, 795 m²",yes,285,795,23.9565,120.576,23.957949,120.573686,https://www.openstreetmap.org/way/1534008144,"https://www.google.com/maps/@23.957949,120.573686,200m/data=!3m1!1e3"
550,Taitung,Taiwan,snapped,台東縣政府 (office),,34,3749,22.7554,121.15,22.755691,121.150095,https://www.openstreetmap.org/way/255749075,"https://www.google.com/maps/@22.755691,121.150095,200m/data=!3m1!1e3"
551,Shah Alam,Malaysia,snapped,Plaza Alam Sentral (building),,131,9824,3.0738,101.5183,3.074109,101.517165,https://www.openstreetmap.org/way/26818376,"https://www.google.com/maps/@3.074109,101.517165,200m/data=!3m1!1e3"
552,Petaling Jaya,Malaysia,snapped,"unnamed house, 2,836 m²",,67,2836,3.1073,101.6067,3.106704,101.606783,https://www.openstreetmap.org/way/913131317,"https://www.google.com/maps/@3.106704,101.606783,200m/data=!3m1!1e3"
553,Subang Jaya,Malaysia,snapped,Masjid Al-Mukminun (place of worship),yes,375,2223,3.0567,101.5851,3.060042,101.585515,https://www.openstreetmap.org/way/403006096,"https://www.google.com/maps/@3.060042,101.585515,200m/data=!3m1!1e3"
554,Klang,Malaysia,snapped,Klang Chinese Methodist Church (place of worship),yes,337,3635,3.0438,101.4456,3.040797,101.445200,https://www.openstreetmap.org/way/960934333,"https://www.google.com/maps/@3.040797,101.445200,200m/data=!3m1!1e3"
555,Malacca City,Malaysia,snapped,Mahkota Parade (building),,108,28552,2.1896,102.2501,2.188664,102.249848,https://www.openstreetmap.org/way/104954184,"https://www.google.com/maps/@2.188664,102.249848,200m/data=!3m1!1e3"
556,Seremban,Malaysia,snapped,Pasar Besar Seremban (marketplace),yes,199,6894,2.7297,101.9381,2.730712,101.936622,https://www.openstreetmap.org/way/496754268,"https://www.google.com/maps/@2.730712,101.936622,200m/data=!3m1!1e3"
557,Kota Kinabalu,Malaysia,snapped,Pasar Awam (marketplace),yes,317,9117,5.9804,116.0735,5.983172,116.072863,https://www.openstreetmap.org/way/117168833,"https://www.google.com/maps/@5.983172,116.072863,200m/data=!3m1!1e3"
558,Miri,Malaysia,snapped,Bintang Megamall Shopping Complex (building),,319,14942,4.3995,113.9914,4.397292,113.993225,https://www.openstreetmap.org/way/262335981,"https://www.google.com/maps/@4.397292,113.993225,200m/data=!3m1!1e3"
559,Sibu,Malaysia,snapped,Pasar Sentral Sibu (marketplace),yes,186,18021,2.2873,111.8305,2.287119,111.828836,https://www.openstreetmap.org/way/402320205,"https://www.google.com/maps/@2.287119,111.828836,200m/data=!3m1!1e3"
560,Alor Setar,Malaysia,snapped,Pusat Transformasi Bandar Kedah (public),yes,171,4581,6.1184,100.3685,6.118498,100.370044,https://www.openstreetmap.org/way/280218462,"https://www.google.com/maps/@6.118498,100.370044,200m/data=!3m1!1e3"
561,Pasig,Philippines,snapped,TriCity Medical Center (hospital),yes,70,1675,14.5764,121.0851,14.575813,121.085324,https://www.openstreetmap.org/way/353969645,"https://www.google.com/maps/@14.575813,121.085324,200m/data=!3m1!1e3"
562,Taguig,Philippines,snapped,"unnamed building, 3,265 m²",,229,3265,14.5176,121.0509,14.515550,121.050765,https://www.openstreetmap.org/way/276687468,"https://www.google.com/maps/@14.515550,121.050765,200m/data=!3m1!1e3"
563,Pasay,Philippines,kept,Taft Avenue (train station),yes,0,4294,14.5378,121.0014,14.5378,121.0014,https://www.openstreetmap.org/way/222628889,"https://www.google.com/maps/@14.5378,121.0014,200m/data=!3m1!1e3"
564,Mandaluyong,Philippines,snapped,Mandaluyong City Hall (commercial),yes,307,1647,14.5794,121.0359,14.577701,121.033656,https://www.openstreetmap.org/way/112549085,"https://www.google.com/maps/@14.577701,121.033656,200m/data=!3m1!1e3"
565,Parañaque,Philippines,snapped,"unnamed community centre, 524 m²",yes,328,524,14.4793,121.0198,14.476506,121.018840,https://www.openstreetmap.org/way/579518601,"https://www.google.com/maps/@14.476506,121.018840,200m/data=!3m1!1e3"
566,Muntinlupa,Philippines,snapped,"unnamed building, 1,294 m²",,374,1294,14.4081,121.0415,14.409986,121.038625,https://www.openstreetmap.org/way/935619097,"https://www.google.com/maps/@14.409986,121.038625,200m/data=!3m1!1e3"
567,Caloocan,Philippines,snapped,New Langaray Wet Market (retail),yes,351,3336,14.6507,120.9676,14.650767,120.964342,https://www.openstreetmap.org/way/269464599,"https://www.google.com/maps/@14.650767,120.964342,200m/data=!3m1!1e3"
568,Baguio,Philippines,snapped,Main Building (hospital),yes,154,4875,16.4023,120.596,16.400957,120.595670,https://www.openstreetmap.org/way/478619258,"https://www.google.com/maps/@16.400957,120.595670,200m/data=!3m1!1e3"
569,Bacolod,Philippines,kept,Negros Occidental Provincial Capitol (building),,0,607,10.6765,122.9509,10.6765,122.9509,https://www.openstreetmap.org/way/317092375,"https://www.google.com/maps/@10.6765,122.9509,200m/data=!3m1!1e3"
570,Cagayan de Oro P,Philippines,snapped,"unnamed building, 1,116 m²",,58,1116,8.4542,124.6319,8.453765,124.632191,https://www.openstreetmap.org/way/1161666088,"https://www.google.com/maps/@8.453765,124.632191,200m/data=!3m1!1e3"
571,Soweto,South Africa,snapped,Main Hospital Building (hospital),yes,292,7987,-26.2485,27.854,-26.247550,27.856726,https://www.openstreetmap.org/way/997872041,"https://www.google.com/maps/@-26.247550,27.856726,200m/data=!3m1!1e3"
572,Sandton,South Africa,kept,Gautrain (train station),yes,0,17233,-26.1076,28.0567,-26.1076,28.0567,https://www.openstreetmap.org/way/236241305,"https://www.google.com/maps/@-26.1076,28.0567,200m/data=!3m1!1e3"
573,Midrand,South Africa,snapped,Hope of Glory (place of worship),yes,259,9752,-25.9992,28.1263,-26.000658,28.128316,https://www.openstreetmap.org/way/301846254,"https://www.google.com/maps/@-26.000658,28.128316,200m/data=!3m1!1e3"
574,Centurion,South Africa,snapped,Electoral Commission of South Africa (office),,114,3955,-25.8603,28.1894,-25.859920,28.190462,https://www.openstreetmap.org/way/952973712,"https://www.google.com/maps/@-25.859920,28.190462,200m/data=!3m1!1e3"
575,Germiston,South Africa,snapped,"unnamed house, 447 m²",,306,447,-26.2259,28.1708,-26.227379,28.168213,https://www.openstreetmap.org/way/634401606,"https://www.google.com/maps/@-26.227379,28.168213,200m/data=!3m1!1e3"
576,Boksburg,South Africa,no_building,,,,,-26.212,28.2596,-26.212,28.2596,,"https://www.google.com/maps/@-26.212,28.2596,200m/data=!3m1!1e3"
577,Alberton,South Africa,snapped,Alberton City (commercial),,289,35356,-26.2679,28.1223,-26.265316,28.122620,https://www.openstreetmap.org/way/519729727,"https://www.google.com/maps/@-26.265316,28.122620,200m/data=!3m1!1e3"
578,Kempton Park,South Africa,snapped,Surgikiln Day Hospital (hospital),yes,95,1162,-26.1009,28.2336,-26.101717,28.233335,https://www.openstreetmap.org/way/621511573,"https://www.google.com/maps/@-26.101717,28.233335,200m/data=!3m1!1e3"
579,Roodepoort,South Africa,snapped,"unnamed building, 5,314 m²",,317,5314,-26.1625,27.8725,-26.162082,27.869359,https://www.openstreetmap.org/way/151496276,"https://www.google.com/maps/@-26.162082,27.869359,200m/data=!3m1!1e3"
580,Randburg,South Africa,snapped,Sanlam Centre (building),,312,31986,-26.0941,28.0012,-26.092139,28.003429,https://www.openstreetmap.org/way/619392659,"https://www.google.com/maps/@-26.092139,28.003429,200m/data=!3m1!1e3"
581,Springs,South Africa,snapped,Palm Springs (mall),,190,13044,-26.2547,28.4428,-26.253456,28.441494,https://www.openstreetmap.org/way/149620021,"https://www.google.com/maps/@-26.253456,28.441494,200m/data=!3m1!1e3"
582,Brakpan,South Africa,kept,"unnamed building, 2,874 m²",,0,2874,-26.2366,28.3694,-26.2366,28.3694,https://www.openstreetmap.org/way/1507103862,"https://www.google.com/maps/@-26.2366,28.3694,200m/data=!3m1!1e3"
583,Vereeniging,South Africa,snapped,"unnamed apartments, 611 m²",,380,611,-26.6731,27.9261,-26.673561,27.929881,https://www.openstreetmap.org/way/629954084,"https://www.google.com/maps/@-26.673561,27.929881,200m/data=!3m1!1e3"
584,Vanderbijlpark,South Africa,snapped,Vaal butchery (building),,375,773,-26.7117,27.8379,-26.712374,27.841592,https://www.openstreetmap.org/way/616808825,"https://www.google.com/maps/@-26.712374,27.841592,200m/data=!3m1!1e3"
585,Krugersdorp,South Africa,no_building,,,,,-26.0858,27.7752,-26.0858,27.7752,,"https://www.google.com/maps/@-26.0858,27.7752,200m/data=!3m1!1e3"
586,Klerksdorp,South Africa,no_building,,,,,-26.8521,26.6667,-26.8521,26.6667,,"https://www.google.com/maps/@-26.8521,26.6667,200m/data=!3m1!1e3"
587,Welkom,South Africa,kept,"unnamed building, 50,523 m²",,0,50523,-27.9774,26.7351,-27.9774,26.7351,https://www.openstreetmap.org/way/169874293,"https://www.google.com/maps/@-27.9774,26.7351,200m/data=!3m1!1e3"
588,Bethlehem,South Africa,kept,"unnamed building, 746 m²",,0,746,-28.2308,28.3071,-28.2308,28.3071,https://www.openstreetmap.org/way/330384426,"https://www.google.com/maps/@-28.2308,28.3071,200m/data=!3m1!1e3"
589,Sasolburg,South Africa,no_building,,,,,-26.8136,27.816,-26.8136,27.816,,"https://www.google.com/maps/@-26.8136,27.816,200m/data=!3m1!1e3"
