n,city,country,continent,anchor,lat,lon,terrain_m,poi_alt_m,gnd_radius_m,gnd_height_m,orig_lat,orig_lon,snap_building,snap_dist_m,snap_area_m2,snap_landmark,snap_osm,snap_status
497,Pärnu,Estonia,Europe,Endla Teater,58.385292,24.496660,8.0,35.0,,,58.3859,24.4971,Endla Teater (theatre),72,3336,yes,way/65397375,snapped
498,Ljubljana,Slovenia,Europe,Knjižnica Otona Župančiča,46.055310,14.504160,301.0,328.0,,,46.0569,14.5058,Knjižnica Otona Župančiča (library),218,1603,yes,way/140118468,snapped
499,Bratislava,Slovakia,Europe,Grasalkovičov palác,48.149207,17.107758,159.0,186.0,,,48.1486,17.1077,Grasalkovičov palác (office),68,1778,yes,way/78068599,snapped
500,Split,Croatia,Europe,katedrala svetog Duje,43.508034,16.440454,11.0,38.0,,,43.5081,16.4402,katedrala svetog Duje (place of worship),22,719,yes,way/272588434,snapped
501,Sakai,Japan,Asia,Central Sakai,34.5733,135.483,17.0,44.0,,,34.5733,135.483,"unnamed building, 3,306 m²",0,3306,,way/196992607,kept
502,Saitama,Japan,Asia,Omiya / Central Saitama,35.8617,139.6455,24.0,51.0,,,35.8617,139.6455,さいたま市役所 本館 (townhall),0,4844,yes,way/1472938473,kept
503,Hachioji,Japan,Asia,Central Hachioji,35.6664,139.316,136.0,163.0,,,35.6664,139.316,"unnamed building, 7,683 m²",0,7683,,way/199784721,kept
504,Funabashi,Japan,Asia,Funabashi Station Area,35.697741,139.984918,17.0,44.0,,,35.6947,139.9826,"unnamed public, 2,433 m²",398,2433,yes,way/182661147,snapped
505,Ichikawa,Japan,Asia,Central Ichikawa,35.7219,139.931,7.0,34.0,,,35.7219,139.931,市川市役所 第1庁舎 (public),0,5533,yes,way/191552692,kept
506,Matsudo,Japan,Asia,Central Matsudo,35.7877,139.9032,19.0,46.0,,,35.7877,139.9032,新館 (government),0,1135,yes,way/41964238,kept
507,Kashiwa,Japan,Asia,Central Kashiwa,35.8676,139.9758,22.0,49.0,,,35.8676,139.9758,柏市役所 (townhall),0,2139,yes,way/1017832173,kept
508,Machida,Japan,Asia,あけぼの病院,35.549688,139.445456,100.0,127.0,,,35.5486,139.4468,あけぼの病院 (hospital),172,3141,yes,way/464011368,snapped
509,Fujisawa,Japan,Asia,藤沢市役所,35.338849,139.491157,32.0,59.0,,,35.3392,139.4911,藤沢市役所 (townhall),39,4119,yes,way/996534478,snapped
510,Yokosuka,Japan,Asia,Central Yokosuka,35.2813,139.6722,13.0,40.0,,,35.2813,139.6722,"unnamed building, 1,980 m²",0,1980,,way/440889912,kept
511,Hiratsuka,Japan,Asia,平塚市役所,35.335200,139.349523,10.0,37.0,,,35.3355,139.3497,平塚市役所 (townhall),37,6260,yes,way/500455935,snapped
512,Odawara,Japan,Asia,Central Odawara,35.2646,139.1521,23.0,50.0,,,35.2646,139.1521,小田原市役所 (building),0,4825,,way/301442519,kept
513,Atsugi,Japan,Asia,Central Atsugi,35.4431,139.3625,27.0,54.0,,,35.4431,139.3625,厚木市役所 (government),0,1583,yes,way/1389464184,kept
514,Sagamihara,Japan,Asia,Central Sagamihara,35.5714,139.3732,137.0,164.0,,,35.5714,139.3732,本館 (building),0,4160,,way/155743780,kept
515,Kofu,Japan,Asia,甲府市役所,35.662092,138.568310,273.0,300.0,,,35.6639,138.5683,甲府市役所 (townhall),201,4497,yes,way/226738901,snapped
516,Nagano,Japan,Asia,長野市役所第一庁舎,36.648539,138.194811,364.0,391.0,,,36.6485,138.195,長野市役所第一庁舎 (public),17,2889,yes,way/618237242,snapped
517,Matsumoto,Japan,Asia,Central Matsumoto,36.238,137.972,593.0,620.0,,,36.238,137.972,松本市役所 (townhall),0,841,yes,way/374959884,kept
518,Toyama,Japan,Asia,Central Toyama,36.6953,137.2113,19.0,46.0,,,36.6953,137.2113,富山県庁 (building),0,4793,,way/198148138,kept
519,Fukui,Japan,Asia,Central Fukui,36.0641,136.2196,20.0,47.0,,,36.0641,136.2196,福井市役所 (Fukui City Hall) (commercial),0,2367,yes,way/196810672,kept
520,Gifu,Japan,Asia,岐阜市役所,35.426226,136.759814,21.0,48.0,,,35.4233,136.7607,岐阜市役所 (government),335,5559,yes,way/727018817,snapped
521,Toyota,Japan,Asia,Central Toyota,35.0833,137.1562,48.0,75.0,,,35.0833,137.1562,豊田市役所 (Toyota City Hall)東庁舎 (public),0,944,yes,way/227935892,kept
522,Okazaki,Japan,Asia,Central Okazaki,34.9543,137.1744,27.0,54.0,,,34.9543,137.1744,岡崎市役所東庁舎 (townhall),0,4515,yes,way/464677219,kept
523,Ichinomiya,Japan,Asia,Central Ichinomiya,35.3039,136.8028,10.0,37.0,,,35.3039,136.8028,一宮市役所 (townhall),0,2653,yes,way/254809372,kept
524,Yokkaichi,Japan,Asia,Central Yokkaichi,34.965,136.6244,4.0,31.0,,,34.965,136.6244,四日市市役所 (government),0,2174,yes,way/428913387,kept
525,Otsu,Japan,Asia,Central Otsu,35.0179,135.8546,95.0,122.0,,,35.0179,135.8546,"unnamed building, 3,255 m²",0,3255,,way/468934471,kept
526,Nara,Japan,Asia,Central Nara,34.6851,135.8048,70.0,97.0,,,34.6851,135.8048,"unnamed public, 3,297 m²",0,3297,yes,way/197515716,kept
527,Wakayama,Japan,Asia,Central Wakayama,34.2305,135.1708,12.0,39.0,,,34.2305,135.1708,和歌山市役所 (building),0,3202,,way/395032405,kept
528,Himeji,Japan,Asia,Central Himeji,34.8151,134.6853,16.0,43.0,,,34.8151,134.6853,姫路市役所 (townhall),0,1872,yes,way/680060486,kept
529,Kurashiki,Japan,Asia,Central Kurashiki,34.586018,133.771751,2.0,29.0,,,34.585,133.7721,"unnamed building, 5,594 m²",118,5594,,way/276258929,snapped
530,Fukuyama,Japan,Asia,Central Fukuyama,34.4859,133.3623,19.0,46.0,,,34.4859,133.3623,福山市役所 (government),0,2104,yes,way/725394115,kept
531,Kure,Japan,Asia,呉市役所,34.248798,132.565251,10.0,37.0,,,34.2493,132.5657,呉市役所 (townhall),69,8754,yes,way/692715368,snapped
532,Shimonoseki,Japan,Asia,下関市役所,33.957367,130.941010,14.0,41.0,,,33.9578,130.9415,下関市役所 (townhall),66,5100,yes,way/601516431,snapped
533,Takamatsu,Japan,Asia,Central Takamatsu,34.3428,134.0466,24.0,51.0,,,34.3428,134.0466,高松市役所 (townhall),0,1589,yes,way/909690256,kept
534,Tokushima,Japan,Asia,Central Tokushima,34.0703,134.5548,9.0,36.0,,,34.0703,134.5548,徳島市役所 (public building),0,1416,,way/203686627,kept
535,Kochi,Japan,Asia,Central Kochi,33.5597,133.5311,10.0,37.0,,,33.5597,133.5311,高知県庁 本庁舎 (townhall),0,3054,yes,way/120061861,kept
536,Saga,Japan,Asia,Central Saga,33.2635,130.3009,7.0,34.0,,,33.2635,130.3009,本庁舎 中棟 (public),0,2831,yes,way/176574315,kept
537,Nagasaki,Japan,Asia,Central Nagasaki,32.7503,129.8779,19.0,46.0,,,32.7503,129.8779,"unnamed building, 1,795 m²",0,1795,,way/1309398475,kept
538,Oita,Japan,Asia,大分地方裁判所,33.241786,131.608467,4.0,31.0,,,33.2396,131.6093,大分地方裁判所 (courthouse),255,2405,yes,way/954523918,snapped
539,Miyazaki,Japan,Asia,Central Miyazaki,31.9077,131.4202,13.0,40.0,,,31.9077,131.4202,宮崎市役所 (townhall),0,2667,yes,way/505952890,kept
540,Kurume,Japan,Asia,Central Kurume,33.3193,130.5084,17.0,44.0,,,33.3193,130.5084,"unnamed building, 1,320 m²",0,1320,,way/365806242,kept
541,Changhua,Taiwan,Asia,彰化縣政府,24.075528,120.544802,26.0,53.0,,,24.0756,120.544,彰化縣政府 (office),82,4986,yes,way/279546748,snapped
542,Pingtung,Taiwan,Asia,屏東醫院,22.673989,120.495771,35.0,62.0,,,22.6761,120.4942,屏東醫院 (hospital),285,12211,yes,way/782600345,snapped
543,Yilan,Taiwan,Asia,宜蘭演藝廳,24.753520,121.752952,11.0,38.0,,,24.757,121.753,宜蘭演藝廳 (theatre),387,3350,yes,way/245319123,snapped
544,Miaoli,Taiwan,Asia,苗栗市黃昏市場,24.561875,120.822717,52.0,79.0,,,24.5602,120.8214,苗栗市黃昏市場 (marketplace),229,1883,yes,way/544758640,snapped
545,Douliu,Taiwan,Asia,雲林布袋戲館,23.709532,120.433444,31.0,58.0,,,23.7092,120.4313,雲林布袋戲館 (historic),222,1155,yes,way/546765447,snapped
546,Chiayi,Taiwan,Asia,Chiayi City Centr,23.4801,120.4491,39.0,66.0,,,23.4801,120.4491,"unnamed building, 435 m²",0,435,,way/522925819,kept
547,Nantou,Taiwan,Asia,Nantou City Centre,23.914037,120.684937,97.0,124.0,,,23.9157,120.6849,"unnamed hospital, 4,818 m²",185,4818,yes,way/462793954,snapped
548,Zhubei,Taiwan,Asia,Zhubei City Centre,24.839393,121.015248,28.0,55.0,,,24.8387,121.0177,"unnamed industrial, 21,109 m²",259,21109,,way/439118291,snapped
549,Yuanlin,Taiwan,Asia,Yuanlin City Centre,23.957949,120.573686,32.0,59.0,,,23.9565,120.576,"unnamed temple, 795 m²",285,795,yes,way/1534008144,snapped
550,Taitung,Taiwan,Asia,台東縣政府,22.755691,121.150095,20.0,47.0,,,22.7554,121.15,台東縣政府 (office),34,3749,,way/255749075,snapped
551,Shah Alam,Malaysia,Asia,Plaza Alam Sentral,3.074109,101.517165,30.0,57.0,,,3.0738,101.5183,Plaza Alam Sentral (building),131,9824,,way/26818376,snapped
552,Petaling Jaya,Malaysia,Asia,Petaling Jaya Centre,3.106704,101.606783,42.0,69.0,,,3.1073,101.6067,"unnamed house, 2,836 m²",67,2836,,way/913131317,snapped
553,Subang Jaya,Malaysia,Asia,Masjid Al-Mukminun,3.060042,101.585515,27.0,54.0,,,3.0567,101.5851,Masjid Al-Mukminun (place of worship),375,2223,yes,way/403006096,snapped
554,Klang,Malaysia,Asia,Klang Chinese Methodist Church,3.040797,101.445200,25.0,52.0,,,3.0438,101.4456,Klang Chinese Methodist Church (place of worship),337,3635,yes,way/960934333,snapped
555,Malacca City,Malaysia,Asia,Mahkota Parade,2.188664,102.249848,19.0,46.0,,,2.1896,102.2501,Mahkota Parade (building),108,28552,,way/104954184,snapped
556,Seremban,Malaysia,Asia,Pasar Besar Seremban,2.730712,101.936622,66.0,93.0,,,2.7297,101.9381,Pasar Besar Seremban (marketplace),199,6894,yes,way/496754268,snapped
557,Kota Kinabalu,Malaysia,Asia,Pasar Awam,5.983172,116.072863,14.0,41.0,,,5.9804,116.0735,Pasar Awam (marketplace),317,9117,yes,way/117168833,snapped
558,Miri,Malaysia,Asia,Bintang Megamall Shopping Complex,4.397292,113.993225,12.0,39.0,,,4.3995,113.9914,Bintang Megamall Shopping Complex (building),319,14942,,way/262335981,snapped
559,Sibu,Malaysia,Asia,Pasar Sentral Sibu,2.287119,111.828836,8.0,35.0,,,2.2873,111.8305,Pasar Sentral Sibu (marketplace),186,18021,yes,way/402320205,snapped
560,Alor Setar,Malaysia,Asia,Pusat Transformasi Bandar Kedah,6.118498,100.370044,18.0,45.0,,,6.1184,100.3685,Pusat Transformasi Bandar Kedah (public),171,4581,yes,way/280218462,snapped
561,Pasig,Philippines,Asia,TriCity Medical Center,14.575813,121.085324,9.0,36.0,,,14.5764,121.0851,TriCity Medical Center (hospital),70,1675,yes,way/353969645,snapped
562,Taguig,Philippines,Asia,Central Taguig,14.515550,121.050765,31.0,58.0,,,14.5176,121.0509,"unnamed building, 3,265 m²",229,3265,,way/276687468,snapped
563,Pasay,Philippines,Asia,Pasay City Centre,14.5378,121.0014,9.0,36.0,,,14.5378,121.0014,Taft Avenue (train station),0,4294,yes,way/222628889,kept
564,Mandaluyong,Philippines,Asia,Mandaluyong City Hall,14.577701,121.033656,12.0,39.0,,,14.5794,121.0359,Mandaluyong City Hall (commercial),307,1647,yes,way/112549085,snapped
565,Parañaque,Philippines,Asia,Parañaque Centre,14.476506,121.018840,22.0,49.0,,,14.4793,121.0198,"unnamed community centre, 524 m²",328,524,yes,way/579518601,snapped
566,Muntinlupa,Philippines,Asia,Muntinlupa Centre,14.409986,121.038625,29.0,56.0,,,14.4081,121.0415,"unnamed building, 1,294 m²",374,1294,,way/935619097,snapped
567,Caloocan,Philippines,Asia,New Langaray Wet Market,14.650767,120.964342,7.0,34.0,,,14.6507,120.9676,New Langaray Wet Market (retail),351,3336,yes,way/269464599,snapped
568,Baguio,Philippines,Asia,Main Building,16.400957,120.595670,1471.0,1498.0,,,16.4023,120.596,Main Building (hospital),154,4875,yes,way/478619258,snapped
569,Bacolod,Philippines,Asia,Downtown Bacolod,10.6765,122.9509,10.0,37.0,,,10.6765,122.9509,Negros Occidental Provincial Capitol (building),0,607,,way/317092375,kept
570,Cagayan de Oro P,Philippines,Asia,Downtown Cagayan de Oro,8.453765,124.632191,22.0,49.0,,,8.4542,124.6319,"unnamed building, 1,116 m²",58,1116,,way/1161666088,snapped
571,Soweto,South Africa,Africa,Main Hospital Building,-26.247550,27.856726,1661.0,1688.0,,,-26.2485,27.854,Main Hospital Building (hospital),292,7987,yes,way/997872041,snapped
572,Sandton,South Africa,Africa,Sandton CBD,-26.1076,28.0567,1621.0,1648.0,,,-26.1076,28.0567,Gautrain (train station),0,17233,yes,way/236241305,kept
573,Midrand,South Africa,Africa,Hope of Glory,-26.000658,28.128316,1583.0,1610.0,,,-25.9992,28.1263,Hope of Glory (place of worship),259,9752,yes,way/301846254,snapped
574,Centurion,South Africa,Africa,Electoral Commission of South Africa,-25.859920,28.190462,1424.0,1451.0,,,-25.8603,28.1894,Electoral Commission of South Africa (office),114,3955,,way/952973712,snapped
575,Germiston,South Africa,Africa,Germiston CBD,-26.227379,28.168213,1648.0,1675.0,,,-26.2259,28.1708,"unnamed house, 447 m²",306,447,,way/634401606,snapped
576,Boksburg,South Africa,Africa,Boksburg CBD,-26.212,28.2596,1619.0,1646.0,,,-26.212,28.2596,,,,,,no_building
577,Alberton,South Africa,Africa,Alberton City,-26.265316,28.122620,1580.0,1607.0,,,-26.2679,28.1223,Alberton City (commercial),289,35356,,way/519729727,snapped
578,Kempton Park,South Africa,Africa,Surgikiln Day Hospital,-26.101717,28.233335,1666.0,1693.0,,,-26.1009,28.2336,Surgikiln Day Hospital (hospital),95,1162,yes,way/621511573,snapped
579,Roodepoort,South Africa,Africa,Roodepoort CBD,-26.162082,27.869359,1744.0,1771.0,,,-26.1625,27.8725,"unnamed building, 5,314 m²",317,5314,,way/151496276,snapped
580,Randburg,South Africa,Africa,Sanlam Centre,-26.092139,28.003429,1596.0,1623.0,,,-26.0941,28.0012,Sanlam Centre (building),312,31986,,way/619392659,snapped
581,Springs,South Africa,Africa,Palm Springs,-26.253456,28.441494,1614.0,1641.0,,,-26.2547,28.4428,Palm Springs (mall),190,13044,,way/149620021,snapped
582,Brakpan,South Africa,Africa,Brakpan CBD,-26.2366,28.3694,1632.0,1659.0,,,-26.2366,28.3694,"unnamed building, 2,874 m²",0,2874,,way/1507103862,kept
583,Vereeniging,South Africa,Africa,Vereeniging CBD,-26.673561,27.929881,1445.0,1472.0,,,-26.6731,27.9261,"unnamed apartments, 611 m²",380,611,,way/629954084,snapped
584,Vanderbijlpark,South Africa,Africa,Vaal butchery,-26.712374,27.841592,1483.0,1510.0,,,-26.7117,27.8379,Vaal butchery (building),375,773,,way/616808825,snapped
585,Krugersdorp,South Africa,Africa,Krugersdorp CBD,-26.0858,27.7752,1724.0,1751.0,,,-26.0858,27.7752,,,,,,no_building
586,Klerksdorp,South Africa,Africa,Klerksdorp CBD,-26.8521,26.6667,1319.0,1346.0,,,-26.8521,26.6667,,,,,,no_building
587,Welkom,South Africa,Africa,Welkom CBD,-27.9774,26.7351,1376.0,1403.0,,,-27.9774,26.7351,"unnamed building, 50,523 m²",0,50523,,way/169874293,kept
588,Bethlehem,South Africa,Africa,Bethlehem CBD,-28.2308,28.3071,1629.0,1656.0,,,-28.2308,28.3071,"unnamed building, 746 m²",0,746,,way/330384426,kept
589,Sasolburg,South Africa,Africa,Sasolburg CBD,-26.8136,27.816,1472.0,1499.0,,,-26.8136,27.816,,,,,,no_building
590,Richards Bay,South Africa,Africa,Richards Bay CBD,-28.782389,32.038152,9.0,36.0,,,-28.7807,32.0383,"unnamed building, 10,248 m²",189,10248,,way/124712374,snapped
591,Empangeni,South Africa,Africa,Empangeni CBD,-28.7616,31.8933,103.0,130.0,,,-28.7616,31.8933,,,,,,no_building
592,Newcastle,South Africa,Africa,Newcastle CBD,-27.7579,29.9318,1194.0,1221.0,,,-27.7579,29.9318,"unnamed building, 3,057 m²",0,3057,,way/329071839,kept
593,Ladysmith,South Africa,Africa,Ladysmith CBD,-28.554586,29.783959,1014.0,1041.0,,,-28.5539,29.7827,"unnamed building, 3,029 m²",145,3029,,way/328901911,snapped
594,Paarl,South Africa,Africa,Paarl Centre,-33.731768,18.963083,121.0,148.0,,,-33.7342,18.9621,"unnamed commercial, 3,879 m²",286,3879,,way/228416342,snapped
595,Worcester,South Africa,Africa,Worcester CBD,-33.645405,19.445191,238.0,265.0,,,-33.6465,19.4485,"unnamed building, 1,334 m²",330,1334,,way/486547361,snapped
596,Mossel Bay,South Africa,Africa,Bay Side Shopping Mall,-34.180776,22.143599,28.0,55.0,,,-34.1831,22.146,Bay Side Shopping Mall (retail),340,8469,,way/171896673,snapped
597,Knysna,South Africa,Africa,Knysna Central,-34.035505,23.045528,16.0,43.0,,,-34.0351,23.0465,"unnamed building, 11,311 m²",100,11311,,way/171106464,snapped
598,Oudtshoorn,South Africa,Africa,Oudtshoorn CBD,-33.591261,22.200113,313.0,340.0,,,-33.5907,22.2014,"unnamed building, 6,587 m²",135,6587,,way/979999264,snapped
599,Upington,South Africa,Africa,N.G. Kerk Upington Noord,-28.447944,21.252590,810.0,837.0,,,-28.4478,21.2561,N.G. Kerk Upington Noord (church),344,734,yes,way/98647967,snapped
600,Mahikeng,South Africa,Africa,The Northwest Mall,-25.865164,25.641600,1283.0,1310.0,,,-25.8652,25.6442,The Northwest Mall (building),260,14624,,way/185287739,snapped
601,Ariana,Tunisia,Africa,Ariana Centre,36.8665,10.1647,78.0,105.0,,,36.8665,10.1647,,,,,,no_building
602,Ben Arous,Tunisia,Africa,Centre Culturel de Ben Arous,36.753737,10.219345,10.0,37.0,,,36.7531,10.2189,Centre Culturel de Ben Arous (arts centre),81,890,yes,way/328962878,snapped
603,Nabeul,Tunisia,Africa,Grande Mosquée de Nabeul,36.456785,10.736414,13.0,40.0,,,36.4561,10.7376,Grande Mosquée de Nabeul (place of worship),131,1715,yes,way/662750805,snapped
604,Kairouan,Tunisia,Africa,جامع الزيتونة,35.676082,10.096831,68.0,95.0,,,35.6781,10.0963,جامع الزيتونة (place of worship),230,1141,yes,way/594778091,snapped
605,Gabès,Tunisia,Africa,Théatre de Gabès,33.880622,10.099877,9.0,36.0,,,33.8815,10.0982,Théatre de Gabès (theatre),183,1974,yes,way/364483650,snapped
606,Gafsa,Tunisia,Africa,Gafsa Centre,34.425,8.7842,295.0,322.0,,,34.425,8.7842,"unnamed building, 839 m²",0,839,,way/751938695,kept
607,Mahdia,Tunisia,Africa,Mahdia Centre,35.506104,11.061707,4.0,31.0,,,35.5047,11.0622,"unnamed building, 1,358 m²",163,1358,,way/1313110338,snapped
608,Zarzis,Tunisia,Africa,Bibliothèque Publique de Zarzis,33.503546,11.112437,10.0,37.0,,,33.5039,11.1122,Bibliothèque Publique de Zarzis (library),45,715,yes,way/1178218087,snapped
609,Houmt Souk,Tunisia,Africa,مسجد الغربة,33.876600,10.860865,7.0,34.0,,,33.8758,10.8575,مسجد الغربة (place of worship),323,2066,yes,way/238861712,snapped
610,Béja,Tunisia,Africa,Béja Centre,36.725144,9.182777,244.0,271.0,,,36.7256,9.1817,"unnamed place of worship, 2,351 m²",109,2351,yes,way/130503070,snapped
611,Maroochydore,Australia,Oceania,Big Top Shopping Centre,-26.652581,153.091579,7.0,34.0,,,-26.6527,153.0903,Big Top Shopping Centre (retail),128,20438,,way/387515092,snapped
612,Caloundra,Australia,Oceania,Caloundra Marketplace,-26.804752,153.122555,2.0,29.0,,,-26.804,153.121,Caloundra Marketplace (retail),176,5947,,way/753764895,snapped
613,Noosa Heads,Australia,Oceania,The J,-26.396128,153.088365,20.0,47.0,,,-26.396,153.089,The J (community centre),65,1747,yes,way/565362665,snapped
614,Hervey Bay,Australia,Oceania,SPG Hervey Bay,-25.287693,152.841369,13.0,40.0,,,-25.288,152.84,SPG Hervey Bay (retail),142,13029,,way/1354603157,snapped
615,Bundaberg,Australia,Oceania,Bundaberg Library,-24.868459,152.348221,18.0,45.0,,,-24.8661,152.3489,Bundaberg Library (library),271,2438,yes,way/343477617,snapped
616,Gladstone,Australia,Oceania,Gladstone Valley Shopping Centre,-23.847081,151.259523,12.0,39.0,,,-23.8487,151.262,Gladstone Valley Shopping Centre (retail),310,5660,,way/216658734,snapped
617,Maryborough,Australia,Oceania,Saint Mary's Catholic Church,-25.537392,152.703824,15.0,42.0,,,-25.5377,152.7041,Saint Mary's Catholic Church (place of worship),44,1246,yes,way/411078415,snapped
618,Gympie,Australia,Oceania,Gympie Regional Council Library,-26.189623,152.665474,70.0,97.0,,,-26.1903,152.6656,Gympie Regional Council Library (library),76,1210,yes,way/652130059,snapped
619,Ipswich,Australia,Oceania,Tower Block,-27.619395,152.759178,55.0,82.0,,,-27.6167,152.7608,Tower Block (hospital),340,6029,yes,way/1361844807,snapped
620,Logan City,Australia,Oceania,Logan City Tavern,-27.641867,153.108568,36.0,63.0,,,-27.6392,153.1094,Logan City Tavern (pub),308,2699,,way/51968171,snapped
621,Redcliffe,Australia,Oceania,Redcliffe Museum,-27.230800,153.111048,8.0,35.0,,,-27.2307,153.1094,Redcliffe Museum (museum),164,1233,yes,way/1031525721,snapped
622,Caboolture,Australia,Oceania,Caboolture Library,-27.083699,152.950410,19.0,46.0,,,-27.0846,152.951,Caboolture Library (library),116,3224,yes,way/615786207,snapped
623,Tweed Heads,Australia,Oceania,Club Tweed,-28.176713,153.542854,11.0,38.0,,,-28.1767,153.5452,Club Tweed (retail),230,6365,,way/1546615905,snapped
624,Port Macquarie,Australia,Oceania,Port Macquarie Library,-31.433577,152.915307,7.0,34.0,,,-31.4333,152.9167,Port Macquarie Library (library),136,2356,yes,way/371443563,snapped
625,Tamworth,Australia,Oceania,Centrepoint Shopping Centre,-31.090475,150.930783,383.0,410.0,,,-31.0905,150.929,Centrepoint Shopping Centre (retail),170,7311,,way/657221229,snapped
626,Armidale,Australia,Oceania,Armidale Food Emporium,-30.512904,151.668823,975.0,1002.0,,,-30.5142,151.669,Armidale Food Emporium (retail),145,6691,,way/242789518,snapped
627,Dubbo,Australia,Oceania,Dubbo CBD,-32.253764,148.601191,262.0,289.0,,,-32.2569,148.6011,"unnamed building, 949 m²",349,949,,way/610135038,snapped
628,Orange,Australia,Oceania,Orange Central Square,-33.282506,149.100023,873.0,900.0,,,-33.2839,149.1013,Orange Central Square (building),195,13961,,way/444405121,snapped
629,Bathurst,Australia,Oceania,Bathurst Court House,-33.418306,149.578292,675.0,702.0,,,-33.4193,149.5775,Bathurst Court House (courthouse),133,4681,yes,way/158671534,snapped
630,Wagga Wagga,Australia,Oceania,Wagga Wagga CBD,-35.107627,147.359035,182.0,209.0,,,-35.1082,147.3598,"unnamed building, 2,693 m²",94,2693,,way/1094235059,snapped
631,Griffith,Australia,Oceania,Griffith Central,-34.290634,146.051216,126.0,153.0,,,-34.2885,146.0509,Griffith Central (building),239,15779,,way/368390132,snapped
632,Goulburn,Australia,Oceania,Goulburn Square,-34.752514,149.721256,642.0,669.0,,,-34.7516,149.72,Goulburn Square (retail),153,17772,,way/440886602,snapped
633,Nowra,Australia,Oceania,Woolworths,-34.873630,150.602751,14.0,41.0,,,-34.8746,150.6005,Woolworths (retail),232,2810,,way/389803891,snapped
634,Maitland,Australia,Oceania,Maitland CBD,-32.7337,151.5571,17.0,44.0,,,-32.7337,151.5571,"unnamed building, 1,033 m²",0,1033,yes,way/1436796912,kept
635,Cessnock,Australia,Oceania,Cessnock CBD,-32.834838,151.352437,73.0,100.0,,,-32.8328,151.3514,"unnamed building, 6,702 m²",247,6702,,way/254772518,snapped
636,Gosford,Australia,Oceania,Imperial Centre,-33.425655,151.343574,16.0,43.0,,,-33.425,151.3422,Imperial Centre (building),147,14786,,way/25047436,snapped
637,Wyong,Australia,Oceania,Central Coast Council,-33.282568,151.423895,20.0,47.0,,,-33.2823,151.4255,Central Coast Council (townhall),152,4970,yes,way/186087172,snapped
638,Queanbeyan,Australia,Oceania,The Q,-35.354651,149.234003,579.0,606.0,,,-35.3549,149.232,The Q (theatre),184,1533,yes,way/1475189929,snapped
639,Lismore,Australia,Oceania,Lismore Central Shopping Centre,-28.810716,153.276503,15.0,42.0,,,-28.8135,153.2773,Lismore Central Shopping Centre (retail),320,8501,,way/737777875,snapped
640,Ballina,Australia,Oceania,Ballina CBD,-28.8689,153.5594,5.0,32.0,,,-28.8689,153.5594,"unnamed building, 508 m²",0,508,,way/594408604,kept
641,Byron Bay,Australia,Oceania,Byron Bay Centre,-28.645144,153.605112,10.0,37.0,,,-28.6474,153.602,"unnamed building, 1,408 m²",394,1408,,way/236870186,snapped
642,Broken Hill,Australia,Oceania,Bush Church Aid Centre,-31.953955,141.457706,326.0,353.0,,,-31.9539,141.4539,Bush Church Aid Centre (community centre),360,915,yes,way/1418785233,snapped
643,Mildura,Australia,Oceania,Law Courts,-34.185888,142.162538,55.0,82.0,,,-34.1855,142.1625,Law Courts (courthouse),43,2044,yes,way/686249537,snapped
644,Shepparton,Australia,Oceania,Kmart,-36.382920,145.401588,115.0,142.0,,,-36.3831,145.3994,Kmart (retail),197,7504,,way/50194941,snapped
645,Warrnambool,Australia,Oceania,Warrnambool CBD,-38.382491,142.484066,23.0,50.0,,,-38.3832,142.485,"unnamed building, 10,656 m²",113,10656,,way/996018088,snapped
646,Traralgon,Australia,Oceania,Traralgon Centre Plaza,-38.194325,146.539520,47.0,74.0,,,-38.1953,146.5415,Traralgon Centre Plaza (building),204,23213,,way/1163127651,snapped
647,Sale,Australia,Oceania,Memorial Hall,-38.110043,147.067367,12.0,39.0,,,-38.1109,147.068,Memorial Hall (building),110,1105,,way/307984274,snapped
648,Morwell,Australia,Oceania,Latrobe Regional Council,-38.236704,146.395626,86.0,113.0,,,-38.2348,146.3949,Latrobe Regional Council (government),221,1420,yes,way/346443140,snapped
649,Bairnsdale,Australia,Oceania,Bairnsdale CBD,-37.8251,147.6284,18.0,45.0,,,-37.8251,147.6284,"unnamed building, 372 m²",0,372,,way/170996256,kept
650,Wangaratta,Australia,Oceania,Wangaratta CBD,-36.359971,146.317155,149.0,176.0,,,-36.3587,146.3175,"unnamed retail, 8,301 m²",145,8301,,way/239376635,snapped
651,Wodonga,Australia,Oceania,Wodonga Police Complex,-36.122275,146.890091,167.0,194.0,,,-36.1218,146.8881,Wodonga Police Complex (civic),187,1599,yes,way/334271246,snapped
652,Echuca,Australia,Oceania,Echuca CBD,-36.141829,144.755949,100.0,127.0,,,-36.1406,144.7519,"unnamed building, 6,412 m²",389,6412,,way/738806363,snapped
653,Horsham,Australia,Oceania,Ss. Michael & John's Catholic Church,-36.713417,142.202799,132.0,159.0,,,-36.7113,142.1998,Ss. Michael & John's Catholic Church (place of worship),357,3036,yes,way/1054705017,snapped
654,Swan Hill,Australia,Oceania,Swan Hill Rural City Council,-35.340018,143.557298,78.0,105.0,,,-35.3378,143.5544,Swan Hill Rural City Council (townhall),361,1502,yes,way/264714418,snapped
655,Mount Gambier,Australia,Oceania,Mount Gambier Library,-37.829891,140.780685,43.0,70.0,,,-37.8284,140.7804,Mount Gambier Library (library),168,2225,yes,way/189774203,snapped
